Date,DayOfWeek,FoodItem,Category,Quantity,PricePerItem,TotalSales,CustomerType,Weather,SpecialEvent
2024-11-22,Friday,Salad,Appetizer,1,24.92,24.92,Regular,Sunny,None
2025-02-21,Friday,Tacos,Main Course,7,25.89,181.23,New,Rainy,None
2024-06-08,Saturday,Pasta,Main Course,8,12.14,97.12,Regular,Rainy,None
2024-04-08,Monday,Steak,Main Course,10,27.26,272.6,Regular,Rainy,None
2025-03-15,Saturday,Steak,Main Course,7,28.42,198.94,Regular,Sunny,None
2024-10-02,Wednesday,Pasta,Main Course,10,28.38,283.8,Regular,Windy,None
2024-06-28,Friday,Tea,Drink,5,26.87,134.35,Regular,Cold,None
2024-07-04,Thursday,Salad,Appetizer,8,15.69,125.52,Regular,Stormy,Holiday
2025-02-03,Monday,Pasta,Main Course,6,29.03,174.18,Occasional,Windy,None
2024-09-03,Tuesday,Tacos,Main Course,5,29.88,149.4,Regular,Windy,None
2024-06-05,Wednesday,Steak,Main Course,8,17.15,137.2,Regular,Sunny,None
2025-03-22,Saturday,Steak,Main Course,1,14.91,14.91,New,Windy,None
2024-08-08,Thursday,Sushi,Main Course,6,6.67,40.02,Regular,Cloudy,None
2025-03-21,Friday,Tea,Drink,3,26.84,80.52,Occasional,Stormy,None
2024-10-07,Monday,Burger,Main Course,5,26.81,134.05,Regular,Stormy,Discount Day
2024-05-09,Thursday,Ice Cream,Dessert,10,13.93,139.3,Occasional,Windy,None
2024-06-14,Friday,Sushi,Main Course,7,15.18,106.26,Regular,Cloudy,None
2024-08-15,Thursday,Coffee,Drink,3,17.61,52.83,Regular,Cold,None
2024-12-31,Tuesday,Pasta,Main Course,8,13.26,106.08,Occasional,Cloudy,None
2024-05-27,Monday,Burger,Main Course,10,8.95,89.5,Regular,Sunny,None
2024-04-11,Thursday,Salad,Appetizer,9,5.31,47.79,New,Cloudy,Holiday
2024-12-11,Wednesday,Sushi,Main Course,7,29.48,206.36,Occasional,Rainy,Festival
2024-05-16,Thursday,Tacos,Main Course,4,13.1,52.4,New,Cold,None
2024-03-27,Wednesday,Sushi,Main Course,10,26.32,263.2,New,Cold,None
2025-01-24,Friday,Pasta,Main Course,10,28.7,287.0,Regular,Windy,None
2024-06-24,Monday,Coffee,Drink,6,10.59,63.54,New,Rainy,None
2024-03-26,Tuesday,Sushi,Main Course,10,20.23,202.3,Occasional,Cloudy,None
2024-06-08,Saturday,Pizza,Main Course,7,19.76,138.32,Regular,Cold,Weekend Special
2024-03-30,Saturday,Tea,Drink,6,8.58,51.48,New,Stormy,None
2025-01-14,Tuesday,Steak,Main Course,2,8.24,16.48,Regular,Cloudy,None
2024-06-27,Thursday,Coffee,Drink,2,17.41,34.82,Regular,Windy,None
2024-05-20,Monday,Pizza,Main Course,2,6.99,13.98,Occasional,Stormy,None
2024-12-15,Sunday,Tacos,Main Course,1,19.11,19.11,New,Sunny,Weekend Special
2025-01-22,Wednesday,Burger,Main Course,6,21.74,130.44,Regular,Cold,None
2024-09-03,Tuesday,Tacos,Main Course,2,20.46,40.92,Regular,Cloudy,Discount Day
2024-09-02,Monday,Burger,Main Course,1,26.17,26.17,Regular,Stormy,None
2025-01-30,Thursday,Coffee,Drink,4,11.54,46.16,New,Cold,None
2024-09-01,Sunday,Sushi,Main Course,3,7.23,21.69,New,Rainy,None
2024-04-24,Wednesday,Coffee,Drink,5,25.34,126.7,Occasional,Rainy,None
2024-12-11,Wednesday,Tacos,Main Course,6,11.79,70.74,Regular,Stormy,None
2025-02-09,Sunday,Pasta,Main Course,6,13.22,79.32,New,Cold,None
2025-02-23,Sunday,Pizza,Main Course,10,6.2,62.0,Regular,Cold,Festival
2024-10-21,Monday,Ice Cream,Dessert,1,29.56,29.56,Occasional,Windy,Discount Day
2025-02-17,Monday,Burger,Main Course,7,7.32,51.24,New,Windy,None
2025-01-09,Thursday,Salad,Appetizer,6,25.41,152.46,Regular,Windy,None
2024-06-23,Sunday,Coffee,Drink,4,14.5,58.0,New,Cold,None
2024-06-29,Saturday,Steak,Main Course,9,29.24,263.16,Regular,Cloudy,None
2024-05-12,Sunday,Tacos,Main Course,10,20.48,204.8,Regular,Rainy,None
2024-06-23,Sunday,Pizza,Main Course,6,14.72,88.32,New,Cold,None
2024-10-10,Thursday,Tacos,Main Course,1,26.27,26.27,New,Stormy,None
2024-07-20,Saturday,Burger,Main Course,1,9.24,9.24,Regular,Sunny,None
2024-08-02,Friday,Burger,Main Course,10,24.07,240.7,Regular,Windy,Holiday
2025-01-30,Thursday,Tacos,Main Course,10,7.74,77.4,Occasional,Stormy,None
2025-01-13,Monday,Sushi,Main Course,10,11.53,115.3,Regular,Cold,Weekend Special
2025-02-22,Saturday,Tacos,Main Course,4,10.11,40.44,Regular,Windy,None
2024-09-22,Sunday,Sushi,Main Course,10,22.32,223.2,Regular,Windy,Holiday
2024-05-15,Wednesday,Coffee,Drink,8,26.77,214.16,Regular,Windy,None
2024-10-23,Wednesday,Pizza,Main Course,2,23.02,46.04,Regular,Stormy,None
2024-05-15,Wednesday,Pasta,Main Course,4,10.05,40.2,Regular,Rainy,None
2024-08-09,Friday,Ice Cream,Dessert,1,21.73,21.73,Occasional,Sunny,None
2024-07-13,Saturday,Coffee,Drink,8,24.3,194.4,Regular,Rainy,Holiday
2024-04-17,Wednesday,Ice Cream,Dessert,10,21.15,211.5,Occasional,Cloudy,None
2024-06-19,Wednesday,Pasta,Main Course,3,23.41,70.23,Occasional,Rainy,None
2025-01-08,Wednesday,Burger,Main Course,5,12.05,60.25,Regular,Cloudy,None
2024-04-05,Friday,Steak,Main Course,2,20.09,40.18,New,Windy,None
2024-12-11,Wednesday,Sushi,Main Course,10,13.83,138.3,Regular,Sunny,Festival
2025-02-28,Friday,Pasta,Main Course,6,29.79,178.74,New,Sunny,Holiday
2025-01-25,Saturday,Pasta,Main Course,9,12.37,111.33,Regular,Sunny,None
2024-12-10,Tuesday,Pizza,Main Course,9,25.02,225.18,New,Rainy,Festival
2025-01-29,Wednesday,Pizza,Main Course,4,17.36,69.44,New,Rainy,None
2024-09-29,Sunday,Salad,Appetizer,1,25.99,25.99,New,Stormy,None
2024-12-30,Monday,Steak,Main Course,2,17.45,34.9,Regular,Cold,None
2024-08-06,Tuesday,Salad,Appetizer,7,17.52,122.64,New,Sunny,None
2024-05-13,Monday,Steak,Main Course,3,20.33,60.99,Occasional,Stormy,None
2024-04-04,Thursday,Coffee,Drink,6,29.98,179.88,Regular,Sunny,None
2024-08-05,Monday,Ice Cream,Dessert,1,20.85,20.85,Regular,Sunny,None
2025-03-20,Thursday,Pizza,Main Course,3,11.7,35.1,Regular,Cloudy,None
2024-10-28,Monday,Sushi,Main Course,6,21.7,130.2,Regular,Rainy,Festival
2025-01-30,Thursday,Pasta,Main Course,2,23.91,47.82,Regular,Cloudy,None
2024-10-22,Tuesday,Pizza,Main Course,2,11.0,22.0,Regular,Windy,None
2024-10-14,Monday,Tea,Drink,6,5.68,34.08,Regular,Windy,None
2024-08-19,Monday,Coffee,Drink,5,17.72,88.6,New,Windy,None
2025-03-03,Monday,Sushi,Main Course,10,11.95,119.5,New,Rainy,None
2024-10-23,Wednesday,Ice Cream,Dessert,3,21.47,64.41,New,Cold,None
2024-04-09,Tuesday,Sushi,Main Course,3,21.97,65.91,Regular,Cold,None
2024-03-24,Sunday,Tea,Drink,5,19.67,98.35,Occasional,Stormy,None
2024-08-30,Friday,Sushi,Main Course,5,11.46,57.3,Regular,Cold,None
2024-12-11,Wednesday,Coffee,Drink,2,24.96,49.92,New,Rainy,None
2024-12-02,Monday,Coffee,Drink,9,18.35,165.15,New,Cold,None
2024-03-26,Tuesday,Burger,Main Course,9,20.26,182.34,Occasional,Cold,None
2024-05-16,Thursday,Pizza,Main Course,8,28.21,225.68,Regular,Sunny,None
2024-04-30,Tuesday,Tea,Drink,2,10.6,21.2,Regular,Windy,None
2024-09-04,Wednesday,Ice Cream,Dessert,6,11.52,69.12,Regular,Rainy,None
2024-12-07,Saturday,Ice Cream,Dessert,3,23.71,71.13,Occasional,Cloudy,None
2025-01-20,Monday,Steak,Main Course,5,25.9,129.5,Regular,Sunny,None
2024-05-03,Friday,Steak,Main Course,1,22.91,22.91,Occasional,Cloudy,None
2025-03-01,Saturday,Pizza,Main Course,3,12.2,36.6,Regular,Rainy,Discount Day
2024-05-15,Wednesday,Ice Cream,Dessert,3,6.09,18.27,Regular,Sunny,None
2024-12-01,Sunday,Steak,Main Course,4,25.58,102.32,Regular,Cloudy,None
2025-03-15,Saturday,Tacos,Main Course,4,9.03,36.12,New,Windy,None
2024-08-23,Friday,Coffee,Drink,8,28.45,227.6,Regular,Cold,None
2025-02-24,Monday,Burger,Main Course,9,13.54,121.86,New,Cloudy,None
2025-01-30,Thursday,Steak,Main Course,9,27.31,245.79,New,Stormy,Weekend Special
2024-11-07,Thursday,Pasta,Main Course,2,18.19,36.38,Regular,Cold,Festival
2025-01-22,Wednesday,Burger,Main Course,9,18.08,162.72,New,Windy,Holiday
2024-10-09,Wednesday,Tea,Drink,9,29.33,263.97,New,Windy,None
2024-11-08,Friday,Pizza,Main Course,10,20.51,205.1,Regular,Sunny,None
2024-11-14,Thursday,Coffee,Drink,4,12.13,48.52,New,Sunny,None
2024-04-04,Thursday,Salad,Appetizer,4,21.45,85.8,New,Cloudy,Festival
2024-07-23,Tuesday,Steak,Main Course,6,9.7,58.2,Regular,Rainy,None
2025-01-21,Tuesday,Ice Cream,Dessert,2,24.22,48.44,Regular,Cloudy,None
2024-10-07,Monday,Burger,Main Course,10,21.87,218.7,Regular,Cold,None
2025-01-04,Saturday,Salad,Appetizer,1,26.65,26.65,New,Sunny,None
2024-03-26,Tuesday,Ice Cream,Dessert,4,7.79,31.16,Regular,Rainy,None
2024-04-13,Saturday,Salad,Appetizer,1,21.44,21.44,New,Cloudy,None
2025-01-28,Tuesday,Pasta,Main Course,5,11.36,56.8,New,Windy,Holiday
2024-12-03,Tuesday,Ice Cream,Dessert,2,27.39,54.78,Regular,Rainy,None
2024-12-20,Friday,Tea,Drink,9,28.56,257.04,Regular,Windy,Discount Day
2024-06-18,Tuesday,Burger,Main Course,3,12.58,37.74,Regular,Windy,Festival
2024-10-18,Friday,Pasta,Main Course,8,24.13,193.04,Occasional,Cold,None
2024-05-23,Thursday,Steak,Main Course,3,29.99,89.97,Regular,Windy,None
2024-12-26,Thursday,Pizza,Main Course,6,8.58,51.48,Occasional,Rainy,None
2025-02-16,Sunday,Tea,Drink,8,17.33,138.64,New,Sunny,None
2025-02-20,Thursday,Steak,Main Course,1,28.28,28.28,Occasional,Sunny,None
2024-11-26,Tuesday,Sushi,Main Course,5,29.34,146.7,New,Stormy,None
2024-07-07,Sunday,Burger,Main Course,2,21.63,43.26,Regular,Sunny,None
2024-04-25,Thursday,Steak,Main Course,8,14.2,113.6,Regular,Sunny,None
2024-08-12,Monday,Tacos,Main Course,7,23.76,166.32,Regular,Cold,None
2025-02-12,Wednesday,Ice Cream,Dessert,4,18.72,74.88,Occasional,Stormy,Discount Day
2024-05-19,Sunday,Pizza,Main Course,9,11.74,105.66,Occasional,Windy,None
2024-04-27,Saturday,Tacos,Main Course,4,26.52,106.08,Occasional,Sunny,None
2024-08-04,Sunday,Pizza,Main Course,9,8.97,80.73,Regular,Stormy,Discount Day
2024-11-01,Friday,Steak,Main Course,2,7.33,14.66,New,Windy,Weekend Special
2025-03-12,Wednesday,Salad,Appetizer,2,6.32,12.64,Regular,Rainy,None
2025-03-22,Saturday,Steak,Main Course,1,14.59,14.59,Regular,Cold,None
2024-05-21,Tuesday,Pasta,Main Course,6,9.0,54.0,Occasional,Windy,None
2025-02-22,Saturday,Sushi,Main Course,7,13.42,93.94,Occasional,Cloudy,None
2024-07-21,Sunday,Ice Cream,Dessert,7,10.56,73.92,Regular,Windy,None
2025-01-27,Monday,Steak,Main Course,6,27.48,164.88,Occasional,Sunny,None
2024-12-21,Saturday,Steak,Main Course,4,13.87,55.48,New,Cold,None
2024-08-07,Wednesday,Salad,Appetizer,8,8.98,71.84,Occasional,Stormy,None
2024-03-24,Sunday,Tacos,Main Course,3,9.18,27.54,Occasional,Stormy,None
2024-10-08,Tuesday,Ice Cream,Dessert,5,21.1,105.5,New,Cold,Festival
2024-11-02,Saturday,Steak,Main Course,3,23.9,71.7,Regular,Rainy,None
2024-05-29,Wednesday,Steak,Main Course,10,24.54,245.4,Regular,Rainy,None
2024-08-09,Friday,Tea,Drink,8,18.31,146.48,Regular,Rainy,None
2025-01-11,Saturday,Tea,Drink,7,6.0,42.0,New,Cold,Festival
2024-04-10,Wednesday,Coffee,Drink,10,17.15,171.5,Occasional,Sunny,None
2024-06-02,Sunday,Burger,Main Course,2,13.7,27.4,Occasional,Rainy,Festival
2025-01-14,Tuesday,Tea,Drink,10,14.26,142.6,Occasional,Sunny,Holiday
2025-01-29,Wednesday,Steak,Main Course,5,25.29,126.45,Regular,Sunny,None
2025-01-08,Wednesday,Sushi,Main Course,4,26.02,104.08,Regular,Sunny,Holiday
2024-12-24,Tuesday,Tacos,Main Course,9,5.67,51.03,Occasional,Rainy,None
2024-08-06,Tuesday,Steak,Main Course,6,29.65,177.9,New,Rainy,None
2024-05-21,Tuesday,Steak,Main Course,5,20.84,104.2,Regular,Windy,None
2025-03-05,Wednesday,Tea,Drink,8,11.5,92.0,Regular,Cold,Weekend Special
2024-09-29,Sunday,Tea,Drink,1,23.28,23.28,Occasional,Rainy,None
2024-05-24,Friday,Pasta,Main Course,8,13.17,105.36,New,Windy,Discount Day
2024-08-01,Thursday,Coffee,Drink,6,6.54,39.24,New,Stormy,None
2024-09-29,Sunday,Tacos,Main Course,8,28.16,225.28,New,Rainy,None
2024-03-23,Saturday,Coffee,Drink,2,13.34,26.68,Regular,Stormy,Discount Day
2024-10-01,Tuesday,Coffee,Drink,10,11.54,115.4,Regular,Windy,Weekend Special
2024-09-03,Tuesday,Pasta,Main Course,5,15.32,76.6,Regular,Cloudy,None
2025-02-17,Monday,Tea,Drink,10,8.86,88.6,Regular,Rainy,None
2024-12-31,Tuesday,Pizza,Main Course,1,26.93,26.93,New,Cloudy,Holiday
2025-02-10,Monday,Steak,Main Course,10,21.02,210.2,Regular,Sunny,Festival
2024-04-24,Wednesday,Coffee,Drink,8,13.77,110.16,Regular,Rainy,Festival
2025-03-19,Wednesday,Burger,Main Course,10,22.96,229.6,Regular,Rainy,None
2025-01-10,Friday,Burger,Main Course,2,12.21,24.42,Occasional,Cold,Holiday
2024-06-26,Wednesday,Pizza,Main Course,10,28.94,289.4,Regular,Windy,Festival
2024-12-28,Saturday,Sushi,Main Course,2,21.44,42.88,Regular,Stormy,None
2025-01-07,Tuesday,Burger,Main Course,7,19.21,134.47,New,Rainy,Holiday
2024-10-08,Tuesday,Coffee,Drink,10,11.65,116.5,Regular,Sunny,None
2024-11-11,Monday,Salad,Appetizer,1,23.76,23.76,Occasional,Stormy,None
2024-09-16,Monday,Ice Cream,Dessert,2,18.23,36.46,Regular,Stormy,None
2024-10-12,Saturday,Coffee,Drink,8,16.9,135.2,New,Stormy,None
2024-11-22,Friday,Pizza,Main Course,7,25.05,175.35,New,Stormy,None
2024-10-25,Friday,Pasta,Main Course,8,12.74,101.92,Occasional,Sunny,None
2024-08-25,Sunday,Tacos,Main Course,10,27.8,278.0,Occasional,Stormy,None
2025-02-24,Monday,Burger,Main Course,10,22.23,222.3,Regular,Windy,None
2024-07-02,Tuesday,Steak,Main Course,7,14.53,101.71,Occasional,Windy,None
2024-11-23,Saturday,Pizza,Main Course,1,18.17,18.17,Regular,Rainy,Festival
2024-09-17,Tuesday,Burger,Main Course,1,17.49,17.49,Occasional,Sunny,None
2024-12-17,Tuesday,Pasta,Main Course,3,8.31,24.93,Regular,Cloudy,None
2025-02-02,Sunday,Salad,Appetizer,10,6.05,60.5,Regular,Cloudy,None
2024-06-04,Tuesday,Pizza,Main Course,9,27.72,249.48,New,Windy,None
2025-02-26,Wednesday,Sushi,Main Course,10,7.8,78.0,New,Stormy,None
2024-09-27,Friday,Coffee,Drink,8,26.08,208.64,Regular,Sunny,None
2024-11-30,Saturday,Sushi,Main Course,2,7.04,14.08,Occasional,Stormy,None
2025-02-06,Thursday,Pasta,Main Course,9,8.75,78.75,Regular,Sunny,None
2024-03-27,Wednesday,Sushi,Main Course,3,27.8,83.4,Occasional,Cold,None
2024-09-16,Monday,Tacos,Main Course,2,15.82,31.64,Regular,Sunny,Festival
2024-07-16,Tuesday,Ice Cream,Dessert,1,26.69,26.69,Regular,Cold,None
2024-05-18,Saturday,Sushi,Main Course,10,14.76,147.6,Regular,Rainy,Holiday
2025-03-13,Thursday,Pasta,Main Course,2,26.11,52.22,New,Rainy,Weekend Special
2024-10-15,Tuesday,Sushi,Main Course,9,6.26,56.34,New,Cold,None
2025-01-05,Sunday,Steak,Main Course,1,29.57,29.57,Regular,Rainy,Discount Day
2024-05-23,Thursday,Pasta,Main Course,7,10.38,72.66,Occasional,Rainy,None
2025-02-11,Tuesday,Ice Cream,Dessert,6,12.19,73.14,Regular,Sunny,Festival
2024-06-23,Sunday,Salad,Appetizer,3,5.06,15.18,Regular,Sunny,None
2024-09-22,Sunday,Tea,Drink,3,5.36,16.08,Regular,Windy,None
2024-09-18,Wednesday,Tacos,Main Course,8,12.0,96.0,New,Rainy,None
2025-02-08,Saturday,Ice Cream,Dessert,9,5.27,47.43,Occasional,Windy,None
2024-12-30,Monday,Sushi,Main Course,10,15.81,158.1,Regular,Windy,Weekend Special
2024-08-06,Tuesday,Tacos,Main Course,7,26.67,186.69,New,Stormy,None
2024-05-17,Friday,Tacos,Main Course,1,20.82,20.82,Occasional,Cloudy,None
2024-07-28,Sunday,Tacos,Main Course,5,26.11,130.55,New,Cloudy,None
2024-05-16,Thursday,Ice Cream,Dessert,2,29.6,59.2,Regular,Windy,None
2024-04-14,Sunday,Sushi,Main Course,6,20.95,125.7,Occasional,Cloudy,None
2024-07-05,Friday,Tacos,Main Course,6,16.69,100.14,New,Sunny,None
2024-07-28,Sunday,Ice Cream,Dessert,2,13.61,27.22,Regular,Stormy,None
2024-12-20,Friday,Tea,Drink,4,20.89,83.56,Regular,Stormy,Holiday
2025-02-25,Tuesday,Pasta,Main Course,3,25.15,75.45,New,Stormy,Discount Day
2025-02-13,Thursday,Sushi,Main Course,9,20.79,187.11,Regular,Cold,Holiday
2025-03-09,Sunday,Sushi,Main Course,7,22.21,155.47,Regular,Cold,None
2025-03-05,Wednesday,Salad,Appetizer,1,23.0,23.0,Regular,Sunny,Festival
2024-03-30,Saturday,Salad,Appetizer,7,15.39,107.73,New,Windy,None
2024-04-01,Monday,Salad,Appetizer,9,29.75,267.75,Regular,Rainy,None
2024-10-24,Thursday,Salad,Appetizer,5,24.74,123.7,Regular,Rainy,None
2024-12-25,Wednesday,Tacos,Main Course,7,17.87,125.09,Regular,Rainy,Holiday
2025-02-08,Saturday,Coffee,Drink,10,29.08,290.8,New,Cold,Holiday
2024-10-25,Friday,Steak,Main Course,5,20.12,100.6,New,Cloudy,None
2024-05-03,Friday,Salad,Appetizer,10,18.68,186.8,Regular,Rainy,Festival
2025-01-12,Sunday,Ice Cream,Dessert,7,6.83,47.81,New,Cold,None
2024-12-22,Sunday,Ice Cream,Dessert,1,7.48,7.48,Regular,Sunny,None
2024-06-04,Tuesday,Pizza,Main Course,6,23.72,142.32,New,Cloudy,None
2024-07-31,Wednesday,Pasta,Main Course,4,6.73,26.92,Regular,Cold,None
2025-01-26,Sunday,Pizza,Main Course,2,13.95,27.9,Regular,Cloudy,Weekend Special
2024-12-04,Wednesday,Steak,Main Course,1,19.42,19.42,Regular,Rainy,Festival
2025-03-15,Saturday,Ice Cream,Dessert,6,5.57,33.42,Occasional,Cloudy,None
2024-10-21,Monday,Pasta,Main Course,2,26.79,53.58,Regular,Sunny,None
2024-08-10,Saturday,Tea,Drink,9,25.74,231.66,Regular,Cloudy,None
2025-01-27,Monday,Sushi,Main Course,5,10.52,52.6,Regular,Stormy,None
2024-05-21,Tuesday,Pasta,Main Course,1,21.93,21.93,Regular,Windy,None
2024-03-26,Tuesday,Ice Cream,Dessert,7,20.71,144.97,New,Cloudy,None
2024-06-22,Saturday,Tacos,Main Course,4,28.36,113.44,Occasional,Stormy,None
2024-04-26,Friday,Salad,Appetizer,2,7.19,14.38,Regular,Cloudy,None
2025-02-10,Monday,Steak,Main Course,4,26.49,105.96,New,Stormy,Discount Day
2025-02-19,Wednesday,Sushi,Main Course,2,11.65,23.3,Occasional,Rainy,None
2024-11-05,Tuesday,Sushi,Main Course,3,19.8,59.4,Regular,Stormy,None
2024-05-17,Friday,Sushi,Main Course,7,27.22,190.54,Regular,Rainy,None
2024-11-21,Thursday,Salad,Appetizer,9,26.8,241.2,Regular,Stormy,None
2024-09-11,Wednesday,Pasta,Main Course,9,23.16,208.44,Occasional,Cold,Festival
2025-03-04,Tuesday,Steak,Main Course,9,12.11,108.99,Regular,Rainy,None
2025-02-01,Saturday,Tea,Drink,5,17.21,86.05,Regular,Windy,Weekend Special
2024-08-01,Thursday,Ice Cream,Dessert,3,21.29,63.87,Regular,Windy,None
2024-07-16,Tuesday,Tea,Drink,9,28.57,257.13,New,Rainy,Weekend Special
2024-11-29,Friday,Sushi,Main Course,6,13.62,81.72,Regular,Cloudy,None
2024-08-05,Monday,Sushi,Main Course,3,8.05,24.15,Regular,Cold,None
2024-06-01,Saturday,Tea,Drink,7,7.96,55.72,New,Stormy,None
2024-09-26,Thursday,Steak,Main Course,5,14.29,71.45,New,Cloudy,None
2024-05-06,Monday,Steak,Main Course,8,22.59,180.72,New,Stormy,Weekend Special
2024-12-28,Saturday,Tacos,Main Course,10,9.42,94.2,New,Rainy,None
2025-03-16,Sunday,Salad,Appetizer,1,5.81,5.81,New,Rainy,None
2024-07-19,Friday,Steak,Main Course,4,19.87,79.48,Occasional,Rainy,Festival
2024-10-16,Wednesday,Steak,Main Course,7,22.33,156.31,Regular,Stormy,None
2025-02-18,Tuesday,Salad,Appetizer,2,9.39,18.78,Regular,Cold,None
2025-02-08,Saturday,Ice Cream,Dessert,1,8.08,8.08,Occasional,Cloudy,Festival
2024-11-05,Tuesday,Pizza,Main Course,8,13.78,110.24,Regular,Cloudy,None
2024-10-01,Tuesday,Coffee,Drink,4,15.28,61.12,Occasional,Windy,None
2024-08-07,Wednesday,Pizza,Main Course,6,7.16,42.96,Regular,Cold,None
2025-01-04,Saturday,Coffee,Drink,8,27.15,217.2,Regular,Stormy,Weekend Special
2024-03-29,Friday,Salad,Appetizer,6,28.77,172.62,Occasional,Rainy,None
2024-08-03,Saturday,Coffee,Drink,10,7.1,71.0,Regular,Cold,Holiday
2024-06-29,Saturday,Sushi,Main Course,9,27.42,246.78,New,Rainy,None
2024-09-06,Friday,Pasta,Main Course,8,10.32,82.56,Regular,Cold,None
2024-06-23,Sunday,Salad,Appetizer,2,15.76,31.52,New,Sunny,None
2024-05-13,Monday,Tea,Drink,3,28.33,84.99,Regular,Windy,None
2025-01-21,Tuesday,Ice Cream,Dessert,9,12.33,110.97,New,Stormy,None
2025-03-20,Thursday,Pizza,Main Course,6,10.56,63.36,New,Rainy,None
2024-05-05,Sunday,Tea,Drink,8,26.53,212.24,New,Cold,None
2024-04-19,Friday,Tacos,Main Course,7,20.4,142.8,Regular,Cloudy,None
2024-06-20,Thursday,Coffee,Drink,6,29.15,174.9,New,Windy,None
2024-08-10,Saturday,Sushi,Main Course,5,6.97,34.85,Regular,Windy,None
2024-04-17,Wednesday,Pizza,Main Course,2,7.18,14.36,Regular,Cloudy,Holiday
2024-04-06,Saturday,Steak,Main Course,5,29.11,145.55,Regular,Cloudy,Festival
2024-03-25,Monday,Pizza,Main Course,9,6.03,54.27,New,Cloudy,Holiday
2024-10-07,Monday,Salad,Appetizer,7,11.25,78.75,Regular,Cold,Holiday
2024-12-05,Thursday,Coffee,Drink,6,26.67,160.02,Regular,Cloudy,None
2025-01-23,Thursday,Steak,Main Course,7,7.33,51.31,New,Sunny,Festival
2024-05-19,Sunday,Salad,Appetizer,10,17.89,178.9,Regular,Cloudy,None
2024-12-19,Thursday,Coffee,Drink,5,22.04,110.2,Occasional,Cold,Weekend Special
2024-08-21,Wednesday,Salad,Appetizer,1,5.1,5.1,New,Cold,Festival
2024-12-26,Thursday,Ice Cream,Dessert,8,16.72,133.76,Regular,Cloudy,Festival
2024-04-16,Tuesday,Tacos,Main Course,6,26.7,160.2,New,Sunny,None
2024-09-24,Tuesday,Salad,Appetizer,3,27.14,81.42,Regular,Rainy,Holiday
2025-02-28,Friday,Salad,Appetizer,1,13.31,13.31,New,Stormy,None
2024-08-29,Thursday,Tacos,Main Course,7,26.87,188.09,Regular,Sunny,None
2024-09-22,Sunday,Steak,Main Course,1,16.41,16.41,Occasional,Stormy,None
2024-09-24,Tuesday,Tacos,Main Course,10,21.02,210.2,Regular,Windy,Weekend Special
2024-12-16,Monday,Pasta,Main Course,7,7.05,49.35,Regular,Windy,None
2025-01-21,Tuesday,Steak,Main Course,6,26.49,158.94,New,Rainy,None
2024-06-30,Sunday,Sushi,Main Course,8,11.78,94.24,Regular,Cloudy,None
2025-02-05,Wednesday,Pasta,Main Course,5,5.35,26.75,New,Cold,None
2025-03-04,Tuesday,Tacos,Main Course,9,12.09,108.81,Occasional,Cold,None
2024-11-07,Thursday,Tacos,Main Course,1,5.18,5.18,Occasional,Windy,None
2024-04-17,Wednesday,Pasta,Main Course,1,27.54,27.54,Regular,Stormy,None
2025-02-17,Monday,Coffee,Drink,9,8.04,72.36,Regular,Cloudy,None
2024-12-07,Saturday,Pasta,Main Course,8,7.03,56.24,Regular,Windy,None
2024-11-19,Tuesday,Salad,Appetizer,9,26.03,234.27,Regular,Windy,None
2024-08-03,Saturday,Tea,Drink,3,7.41,22.23,Regular,Sunny,Festival
2024-04-12,Friday,Pizza,Main Course,8,23.43,187.44,Regular,Cloudy,None
2024-09-13,Friday,Coffee,Drink,1,29.13,29.13,Regular,Stormy,None
2025-01-24,Friday,Steak,Main Course,3,8.15,24.45,Regular,Windy,Holiday
2024-09-14,Saturday,Steak,Main Course,3,22.15,66.45,New,Rainy,None
2025-03-13,Thursday,Tacos,Main Course,7,13.42,93.94,New,Stormy,Weekend Special
2024-03-31,Sunday,Salad,Appetizer,2,10.16,20.32,Occasional,Stormy,Weekend Special
2024-12-13,Friday,Tea,Drink,4,7.89,31.56,Regular,Cloudy,Discount Day
2025-02-03,Monday,Ice Cream,Dessert,7,25.0,175.0,New,Cold,None
2024-12-02,Monday,Salad,Appetizer,8,15.58,124.64,Regular,Sunny,Festival
2024-10-30,Wednesday,Pasta,Main Course,6,15.93,95.58,Occasional,Cloudy,Holiday
2024-12-27,Friday,Pizza,Main Course,7,10.36,72.52,Regular,Rainy,None
2024-04-06,Saturday,Steak,Main Course,5,18.37,91.85,Regular,Rainy,None
2024-03-31,Sunday,Salad,Appetizer,5,8.04,40.2,New,Sunny,None
2024-06-30,Sunday,Sushi,Main Course,7,5.31,37.17,Regular,Windy,None
2024-04-20,Saturday,Coffee,Drink,8,13.14,105.12,Regular,Cloudy,None
2024-11-01,Friday,Steak,Main Course,5,22.72,113.6,New,Sunny,None
2024-08-02,Friday,Ice Cream,Dessert,4,20.37,81.48,New,Rainy,None
2024-04-12,Friday,Pasta,Main Course,6,27.64,165.84,New,Stormy,Discount Day
2024-11-08,Friday,Sushi,Main Course,1,27.5,27.5,Regular,Rainy,Holiday
2024-09-24,Tuesday,Steak,Main Course,2,10.2,20.4,New,Stormy,None
2024-12-23,Monday,Coffee,Drink,7,13.08,91.56,Regular,Windy,Weekend Special
2024-08-02,Friday,Salad,Appetizer,9,17.26,155.34,Regular,Stormy,Festival
